Internados,Valor serviços hospitalares,Valor serviços profissionais,Valor médio intern,Dias permanência,Óbitos,Valor total
12712,15031829,3613323,1466.74,66841,517,18645153
5557,12221807,2154082,1653.76,118625,600,14399305
2964,3416874,647691,1371.31,10403,268,4064565
1311,576321,163045,563.97,4330,95,739367
342,214671,44947,759.12,1140,27,259618
13515,15062664,3486858,1372.51,88265,942,18549522
3596,2093764,452856,708.18,10775,297,2546621
4341,3703627,939672,1069.64,14352,211,4643299
179,52133,10051,347.4,463,5,62185
229,134781,25166,698.46,651,20,159948
8605,17123080,3023543,1813.74,121280,784,20188712
1908,2487189,548473,-112827,7517,177,3035662
3435,5617489,1066670,1945.90,11896,504,6684160
103,102870,24379,1235.44,397,5,127254
2829,5308745,1016501,2235.86,13379,313,6325247
13597,18591809,4024107,1665.20,57157,937,22641741
563,5217616,614574,2512.79,57120,45,5832191
2900,4693696,951697,1946.69,12933,267,5645394
6958,12137456,2364521,2084.22,28534,697,14501978
471,146898,21333,357.18,1627,33,168232
23442,51875647,11241437,2593.68,157460,1722,63117085
191,82463,15476,512.77,848,24,97939
647,459661,103175,869.92,2825,86,562836
40493,50949105,11344354,1538.38,199080,2749,62293459
1354,644480,175033,605.25,4444,88,819513
1626,3641640,749300,2700.46,6391,150,4390941
5182,7501795,1476195,1732.53,25056,585,8977990
2580,4358337,928127,54455,12502,194,5286465
14135,32967432,7121710,2836.16,73617,1420,40089142
6494,10310167,1773758,1503.91,94522,625,12083925
6628,9929348,2002685,1800.25,36642,563,11932034
2789,2682237,730661,1223.70,8702,150,3412899
544,288024,55210,630.95,2729,96,343235
896,397534,111762,568.41,2210,42,509297
54,21187,2982,447.58,200,4,24169
2510,1548023,335166,750.27,11419,258,1883190
596,248953,72028,538.56,2646,27,320981
24409,59512549,11739457,2792.44,182460,2126,71252006
917,651557,136987,859.92,4012,88,788545
5499,11522486,2129154,2482.57,27468,581,13651641
12846,15623953,3699858,-141104,72667,1196,19437187
906,584434,160522,822.25,2908,17,744957
2925,3153905,669984,1307.31,13079,317,3823889
1677,492701,190277,407.26,3286,12,682979
4581,6260058,1223839,1633.68,20447,476,7483898
32187,67470578,13269769,2443.27,229745,3596,80740347
8881,12288689,2734812,1691.65,43611,941,15023502
3968,7892634,1530036,2027.24,37946,477,9455027
610,161580,26674,308.61,2984,36,188254
2075,5258258,974723,3003.85,10539,235,6232981
1582,651612,146134,504.26,4728,85,797746
1370,614963,169273,572.44,4067,51,784236
1435,653343,257833,634.97,4136,122,911176
1440,797421,224813,709.88,4112,47,1022234
353,215522,45355,739.03,1057,30,260877
111,51965,8878,548.14,593,4,60843
97,73608,17364,937.86,315,9,90972
720,607759,131195,856.26,6332,40,738955
207,73176,21869,459.16,689,7,95046
1148,452845,84529,468.1,3823,33,537375
2151,1039747,275434,611.43,8772,183,1315182
2054,4423218,837579,2561.25,8052,249,5260798
3106,7065233,1340048,2706.14,15892,266,8405281
2341,1076675,259445,570.75,4293,81,1336120
28396,42485563,9190192,1819.63,182697,2692,51675753
2311,3182495,618144,1644.59,8569,296,3800643
11217,20139369,3955673,90795,48423,879,24095042
270,90554,31334,451.44,714,16,121889
250,75281,16728,368.04,799,15,92009
357,118478,24970,401.82,1121,11,143449
1492,681627,187813,582.74,5366,149,869441
338,213505,45532,766.38,1745,38,259037
2764,4797802,855792,2045.44,11815,371,5653595
446,270157,75471,774.95,1397,46,345628
457,203454,41465,535.93,2175,33,244920
9624,10342506,2550595,1339.68,43394,915,12893102
1185,727721,200000,782.89,3960,64,927721
3022,2275273,511261,922.08,15833,171,2786534
62,21668,3594,407.47,262,8,25263
1578,1681930,383790,-215644,4668,98,2065721
1201,500891,172440,560.64,3893,30,673332
1374,826368,199464,746.6,7077,209,1025832
3493,3118307,724815,-322995,22465,394,3843122
1125,430718,138889,506.32,3060,46,569608
2563,2039823,545995,1013.90,11460,393,2598616
838,284130,99314,457.57,2893,65,383444
7916,10134963,2354859,1577.79,42365,640,12489823
177,78010,13938,519.49,713,13,91949
27806,56388374,11584323,2444.53,119681,1974,67972698
2038,983233,276796,618.27,7263,194,1260030
1073,1412983,158700,995.37,18907,99,1571683
216,54493,21023,349.62,470,7,75517
2606,3027755,635492,1405.70,12940,349,3663247
359,148322,31906,502.03,1270,21,180228
1669,927546,285711,726.94,5876,127,1213257
1112,734313,155890,800.54,4962,135,890203
379,221655,43432,699.44,1865,54,265087
1259,610005,283253,709.5,3073,66,893258
125,40422,9032,395.64,313,8,49455
2695,2126032,484263,967.85,10706,253,2610296
2240,3097429,615988,1657.78,8399,229,3713418
375,174320,40360,572.48,945,15,214680
9147,16235237,3309479,2136.74,56050,1075,19544717
808,330782,65917,490.97,2311,35,396700
2229,2047732,439750,1115.96,7424,179,2487482
34485,56211699,11403734,1895.80,238111,2323,67615434
1727,1998568,402672,1390.41,7518,180,2401240
2344,4077587,757578,2062.78,12539,363,4835166
254,159386,35371,766.76,944,9,194757
2778,3798939,840039,1673.26,9836,271,4648323
674,669800,163797,1236.79,3682,61,833598
6210,11886887,2271202,2279.89,32741,528,14158090
178,60313,20745,455.39,552,13,81059
521,320250,68847,746.83,1985,60,389097
3080,1828458,595774,787.09,14944,246,2424233
70058,164886268,31759462,2762,379134,4310,196645731
221,87488,14701,462.4,1075,29,102189
9208,17718608,3796441,2071.34,74491,726,21515049
582,1110718,194140,124974,3146,94,1304859
84,34433,186468,493.31,665,5,41438
3084,1548946,449720,648.08,17407,162,1998666
193,96943,28923,652.16,495,7,125866
382,181620,39583,579.07,1047,33,221203
4848,3909541,983082,1009.20,20493,580,4892624
1723,881238,262133,663.59,5403,156,1143372
654,289935,84178,572.04,2583,56,374113
25,8581,1086,386.71,144,1,9667
7432,9875172,2227820,1628.50,23175,476,12102993
1375,646237,208296,621.48,3768,82,854534
3518,5286027,1049231,1800.81,16841,285,6335258
2641,4604594,867237,2071.88,14512,293,5471832
2160,1864679,422788,1060.34,10782,148,2290337
1441,1990445,312986,875.5,39108,87,2303432
862,402812,83494,564.16,3735,46,486307
3340,2358457,622393,892.47,13617,212,2980850
1466,650233,162344,554.28,4808,74,812578
48118,87820137,17998907,2197.49,263484,4347,105828706
93,63552,14735,841.81,295,8,78288
32089,67721159,13762547,2541.23,203009,2605,81545452
410,152776,44260,480.58,1658,29,197037
39845,98912205,18543718,2912.37,249755,3324,117455923
10431,22155821,3957094,2505.89,56732,1052,26138953
15079,27151398,5272558,2150.27,69279,1225,32423957
5964,8238355,1660100,1659.70,26998,936,9898455
2615,4877710,856806,107292,12603,291,5734962
4495,5009199,910415,1319.33,17093,405,5930391
66756,204215536,40296097,3575.93,404182,5652,244511634
46799,74632529,15632025,1900.93,236161,4262,90558614
145,79055,15075,649.18,574,12,94131
1527,1967697,417167,1561.80,7116,201,2384865
955,661385,150655,867.61,5302,121,828571
648455,1315678487,277379897,2421.98,4162850,48464,1598794917
1563,2481353,565044,18080,5318,102,3046397
3351,2973875,811873,1130.17,12982,319,3787212
4456,3929481,886106,1080.70,17145,177,4815587
461,237204,55302,637.23,2142,37,293761
476,301613,50789,740.34,2316,39,352403
10855,11001212,2480203,-239323,51688,1186,13504732
1243,582058,171399,606.16,4165,102,753458
3174,4505871,856687,1689.53,19404,181,5362559
6565,9863901,2312479,1854.74,24270,474,12176380
22,8447,1537,453.85,109,2,9984
3476,2094256,498200,745.82,7449,183,2592457
54044,91477921,20050841,2063.68,305849,5113,111529654
97,34156,14502,501.63,232,,48658
13911,23431615,5181349,2056.86,62953,606,28612964
7049,5801346,1799401,1078.27,28070,272,7600747
316,205628,49688,807.96,1147,16,255316
548,379686,105674,885.7,2163,23,485361
21710,23471935,6339551,1373.17,110851,1137,29811486
615,254409,83264,549.06,1993,46,337673
1168,478463,161965,553.78,3512,61,646820
1155,958209,188178,992.54,9315,58,1146387
284,132005,17278,525.65,1070,27,149283
3797,3204231,669773,1020.28,13423,258,3874005
2077,872535,273319,551.69,7057,123,1145854
5542,8158497,1781311,1810.53,29263,570,10033949
20495,48683474,10189352,2872.55,113592,1761,58872827
1012,359974,80983,435.73,2710,76,440958
181,133772,31312,912.07,700,5,165085
2353,989993,327968,560.12,7157,128,1317961
7234,14444556,2428876,1739.52,103964,645,16876818
1164,698351,161105,738.36,4378,84,859456
4528,3820856,895957,1041.70,16811,256,4716813
73,50985,11742,859.28,288,4,62727
152,55448,7465,413.91,789,18,62914
4167,7853451,1447742,121567,21818,428,9301193
695,326946,97606,610.87,1782,38,424553
1988,927796,262309,598.64,6838,146,1190105
828,497644,111902,736.17,3878,15,609547
4399,4285918,862472,1170.35,17126,358,5148390
553,375890,82104,828.2,1520,45,457995
3862,5119714,1260793,1652.13,17998,358,6380508
9417,17638896,3405133,2234.69,42845,789,21044029
104,31008,4937,345.64,192,3,35946
687,349046,43812,571.85,2302,11,392859
585,288730,101574,667.19,1410,35,390304
115,47378,10012,499.05,403,7,57390
123,40104,8908,398.48,407,5,49013
1371,733851,183156,668.86,4169,48,917008
806,306360,67951,464.41,2515,50,374311
239,77200,26491,433.85,663,10,103691
11949,20046054,4406956,2046.45,49213,1200,24453011
14179,46729115,10258799,4019.34,67987,1862,56990214
498,294255,69817,731.07,1623,21,364072
4944,3902307,1065547,1004.83,18091,259,4967855
446,115470,27114,319.7,1017,7,142584
3798,11796887,2025492,3639.38,14561,311,13822379
1928,949319,262114,628.34,7674,109,1211433
2845,4370211,769325,1806.52,13149,274,5139536
604,305293,66520,615.59,1800,16,371814
333,131169,19414,452.21,940,10,150584
729,226282,77696,416.98,1966,29,303979
296,166310,30545,665.05,745,15,196855
64,9045,1168,159.59,213,,10213
51,15196,4629,337.7,219,2,17222
483,240713,45354,592.27,2178,20,286068
4387,3775223,794855,1041.73,18035,234,4570079
1300,618435,133776,578.62,3635,22,752212
26526,81260653,23440615,747987,89908,2129,104701269
49335,139951269,26970887,3368,258709,3729,166922157
12775,20771866,4462462,1975.29,53796,1199,25234328
198,81253,42576,625.4,485,3,123830
695,337544,73675,591.68,1978,18,411219
852,520464,102496,731.18,2105,12,622961
869,448700,98600,629.81,2462,72,547300
45039,94755567,22641823,2606.57,175580,2522,117397391
3066,2725475,714846,-281600,13154,232,3461537
239,117291,23213,587.89,725,16,140505
397,285826,67113,889.02,975,29,352940
728,476885,112822,810.65,2407,54,590154
2530,1746559,438261,863.57,10080,310,2184820
6742,7350066,1704190,1342.96,21621,541,9054257
422,217508,41578,613.95,1107,2,259086
743,582332,115923,941.13,2627,28,699261
3394,983474,652639,482.06,8916,1,1636114
4447,7942955,1620940,2150.64,17044,307,9563896
230,114573,24301,603.8,665,9,138874
1815,942822,180978,619.17,4457,43,1123801
6996,7275975,1440962,1245.99,32184,593,8716937
1105,533976,147090,616.35,2809,45,681067
335,151634,46551,591.6,1552,19,198185
597,178284,55494,391.59,1080,32,233778
41,24880,5634,744.27,152,,30515
160981,420125981,86075097,3128.14,842914,12472,506201078
74,51108,10323,830.16,279,5,61432
65,28345,6066,529.42,229,15,34412
3315,2000342,473286,746.19,10526,122,2473628
978,403571,106564,527.79,2379,27,516182
426,168685,21429,446.28,950,2,190115
1652,459236,286681,451.52,3347,1,745917
207,91386,19829,537.27,746,8,111215
200,188881,43404,1161.43,883,7,232286
84,34518,6873,492.76,308,2,41391
589,293699,53815,591,2160,16,347514
19426,36331438,7701002,2266.98,103153,1444,44038263
16874,26272774,5937836,3379,64997,1062,32213077
2623,4463982,881723,50406,10643,153,5345706
179,61130,10991,402.92,511,,72122
1401,830298,219678,749.45,5002,48,1049976
52,17341,3176,394.57,214,2,20517
1649,869325,174399,632.94,5784,87,1043725
16237,27313028,6001825,2051.79,69661,1433,33314853
44,8377,1424,222.79,148,1,9802
794,229846,130598,453.96,1811,13,360445
498,349650,73278,849.26,1769,23,422929
267,159020,32885,718.75,1006,6,191906
3536,1451864,455970,539.55,10681,102,1907834
70,27166,4998,459.5,289,2,32164
244,170348,36693,848.53,794,5,207042
293,93812,26327,414,650,,120140
5254,4435040,1140619,1061.22,23593,357,5575659
7,1704,242,278.13,15,,1946
239,134082,26293,671.03,843,4,160376
77,30632,4343,454.24,311,5,34976
1300,1051160,204000,965.51,4280,53,1255161
130,20532,3855,187.61,290,,24388
346,147497,37498,534.67,1060,16,184996
6328,7491679,1383071,1403.55,25615,513,8881656
183,83969,19984,568.05,585,10,103953
4069,3488651,754920,1042.90,15020,467,4243571
302,102966,17874,400.14,654,13,120841
2101,977281,307993,611.74,4848,110,1285274
2313,5076557,781045,1274.78,73194,69,5857602
501,248320,41177,577.84,1580,14,289497
582,193368,47079,413.14,1962,6,240447
694,333712,39363,537.57,1752,4,373075
602,346820,78422,706.38,1916,23,425242
447,256577,52590,691.65,1735,18,309167
192,57298,13608,369.31,364,1,70907
150,91018,16380,715.99,753,3,107398
1472,1895518,598623,1363.66,16851,46,2494141
4550,4327405,971528,1164.60,15894,357,5298934
142,90527,15179,744.41,516,8,105706
1580,1909145,311141,1056.27,21417,39,2220286
58873,125776398,26832895,2485.53,378716,4896,152609294
338,136310,19252,460.25,1061,8,155563
72,37207,7358,618.98,281,2,44566
565,193774,41451,416.33,1770,28,235225
190,86566,10136,508.96,970,9,96702
1143,252627,68566,281.01,2712,24,321194
803,327783,70441,495.92,1809,44,398225
1160,613370,168818,674.3,3527,36,782188
340,150465,48881,586.31,718,10,199346
1449,451693,148185,414,4735,50,599879
360,121397,20962,395.44,1113,6,142360
42344,86889033,17607804,2467.83,250642,2841,104498001
24,7119,794,329.77,81,,7914
1497,594248,171446,511.49,3913,51,765694
527,151497,87562,453.62,1045,,239059
3347,3138227,755971,1163.49,10106,128,3894198
14,2373,373,196.26,67,1,2747
826,578753,131862,860.31,2573,61,710616
212,69093,11256,379.01,574,13,80349
1265,1818108,375456,1740.20,5405,87,2201348
251,132937,23270,622.34,686,11,156207
571,228565,70791,524.27,2206,20,299356
143,48797,11159,419.28,469,8,59957
331,177470,30153,627.26,1183,9,207623
580,303746,71537,647.04,1355,13,375284
14,4090,675,340.42,49,,4765
184,121142,24218,791,596,13,145361
559,204334,52305,459.11,1355,5,256640
384,217014,40333,670.18,1499,15,257348
2535,2462146,663427,1232.97,7348,233,3125573
1281,582482,112058,542.19,4260,93,694541
1644,2353508,470849,1717.98,5253,102,2824357
416,136802,20233,377.49,923,8,157036
7302,6659351,1661301,1139.50,32924,656,8320652
8430,10823408,2246577,1550.41,35584,841,13069985
130,56499,10303,513.87,361,,66802
13178,21850981,4875810,2028.14,45393,705,26726791
185,31471,9506,221.5,464,15,40977
185,108397,24007,715.7,496,4,132404
822,282315,53401,408.42,1386,24,335717
4229,2132313,670839,592.01,29319,21,2803152
405,193183,43959,585.54,1203,11,237142
1999,811077,179883,495.73,5276,70,990960
215,45724,161848,242.12,530,17,52055
2498,6414889,906992,1156.70,120936,3,7321882
3804,1377045,321084,446.41,7653,103,1698130
136,66333,14604,595.13,678,4,80938
354,165578,33417,562.13,897,2,198995
27449,51943003,11151660,2299.35,146350,2228,63114898
205,91084,19808,540.94,995,9,110892
86,28647,571,399.5,187,,34357
24,5761,1327,295.37,86,,7088
822,515836,127017,782.06,2244,25,642853
4073,1087745,262896,331.61,10217,121,1350642
1431,747246,195337,658.69,3552,67,942583
395,195734,36914,588.99,935,19,232649
609,358075,61334,688.69,1497,47,419409
700,527685,61734,842.03,7990,30,589419
637,230892,49097,439.54,1992,22,279989
1083,457739,109705,523.96,2256,42,567445
752,276380,60893,448.5,2000,19,337273
923,412950,88227,542.99,2478,40,501177
960,403894,90402,514.89,3004,51,494296
5191,5482113,1006819,984.51,66258,111,6488933
823,490243,127505,750.61,2156,23,617749
547,259487,60297,584.62,1629,10,319785
407,218181,14756,572.33,1031,,232938
55,41076,10121,930.88,268,7,51198
33,12717,-17339,428.56,141,,14142
650,252066,79784,538.74,1739,9,350184
246,126034,27792,625.31,579,2,153827
522,320603,90669,787.88,1765,23,411273
3226,3048187,530768,1109.70,9470,29,3579903
133,65503,11591,579.66,576,8,77095
5975,6760262,1633416,1407.18,24587,370,8407925
53,8273,1546,185.29,197,3,9820
944,513319,122784,673.84,3173,26,636104
201,87181,17435,520.47,763,8,104615
90,58216,11469,774.29,283,5,69685
321,98209,33019,408.81,619,3,131228
85,30981,4975,423.02,316,8,35956
381,178657,26663,538.9,1238,8,205320
359,138979,40166,499.02,976,,179146
183,86936,16816,566.96,648,2,103752
186,90120,12883,553.79,514,,103004
11743,14788179,3631025,1568.53,45291,339,18419204
2270,642100,238870,388.09,5516,79,880971
449,202915,51954,567.64,1075,12,254870
436,195284,44865,550.8,1292,7,240155
30,4824,784,186.99,129,,5609
7446,24457899,4754988,3923.30,43125,959,29212887
7,2045,365,344.32,17,1,2410
394,223831,46413,685.9,1072,29,270244
162,39077,8496,293.67,574,4,47574
247,98195,14392,455.82,1031,6,112588
242,142107,21503,676.08,770,4,163610
5763,8360971,1629060,1734.78,22400,460,9997534
1116,507780,147750,587.39,3231,35,655530
587,225960,52744,474.8,2076,33,278705
505,265327,60473,645.15,2348,36,325800
296,222118,52344,927.24,598,10,274462
9110,22404315,4485341,2951.66,39716,787,26889656
552,215666,43883,470.2,1752,11,259549
554,334123,65450,721.25,1938,45,399574
176,136969,33113,966.38,696,3,170082
93,48346,9949,626.84,204,8,58295
768,193957,38004,302.03,1245,23,231962
2952,1623462,344272,666.81,9116,155,1968431
19752,37137725,7136565,2092.95,135352,1552,44274290
6406,7922542,1638637,1401.52,38261,503,9561180
232,98581,18152,503.16,811,12,116734
311,189528,36787,727.71,1146,28,226316
422,249053,46412,700.16,1648,11,295466
384,218605,46095,689.32,1000,40,264700
1529,798407,231053,674.82,2613,40,1031799
461,193636,36032,498.2,1186,10,229668
306,103939,16990,395.2,837,8,120930
497,323112,112877,917.14,1644,30,455819
593,246577,27101,461.52,1722,26,273679
149,55025,237471,425.68,504,5,63426
48,19114,5307,508.8,79,1,24422
7262,13292481,2646679,2194.87,33665,715,15939161
637,398199,76715,745.55,2305,44,474914
650,215764,43251,398.49,940,1,259016
11352,17719747,3707550,1887.42,53185,875,21429798
2915,3609721,995266,1579.76,14108,225,4604988
29775,75571620,15971590,432357,115535,1765,91799226
519,320721,65794,744.73,2826,27,386516
2817,1888959,496655,846.86,9316,132,2385614
7632,8997239,1997554,1440.62,31692,477,10994794
5075,9539310,2050889,2283.88,24433,476,11590699
193,94799,18800,588.61,678,15,113600
903,565226,212095,895.55,1630,9,808677
656,319428,93704,698.33,1721,30,458101
353,125443,16571,402.31,1046,11,142014
568,204487,55768,458.2,1589,20,260255
2585,1549384,434454,767.44,8198,164,1983839
252,121928,31604,609.26,677,17,153533
3143,6619763,1324970,2527.76,12395,259,7944734
1548,813585,235585,683.03,4883,70,1057324
227,151141,25601,778.61,809,8,176743
20364,44157320,9639335,2641.75,93576,1373,53796655
7566,15381010,3151677,2449.47,32709,414,18532688
291,159878,48524,716.16,429,13,208402
218,57824,7799,301.03,1035,11,65624
19704,45222213,10130120,2815.71,99274,1777,55480809
559,294046,84717,677.58,1870,29,378764
5557,9537036,2096630,2096.58,33091,459,11650687
787,463320,113356,738.51,3054,32,581210
1422,663982,199554,607.27,3735,71,863537
914,408489,161062,623.14,2056,7,569551
43786,64330066,14322181,1792.40,229319,2408,78661128
2204,1209412,354794,718.43,7354,100,1583413
3282,4125087,902412,1531.84,9922,247,5027499
1052,469672,105407,546.65,3275,95,575080
750,611293,139271,1000.75,3603,52,750564
450,188363,47057,548,1028,10,246599
4355,7134605,1459272,1973.34,18203,306,8593877
3575,5859263,1257383,1997.23,14483,352,7140090
3830,4271735,878209,1344.63,12526,365,5149944
3015,4125748,914793,1671.82,12969,223,5040542
143,83539,17160,704.2,477,12,100700
968,683093,176388,887.89,3665,35,859482
178,118479,17925,766.32,731,4,136405
6,8662,-18736,1675.00,153,,10050
303,164178,26096,627.97,975,35,190274
469,304159,85074,887.21,1375,11,416102
346,308965,63062,1075.23,1603,27,372028
19745,55454886,11248696,3378.25,109183,1677,66703582
1049,894655,229085,1071.25,3942,79,1123740
475,281889,99666,804.33,1149,17,382056
2288,3444858,707862,1815.00,12029,265,4152721
582,238896,37460,474.84,2501,29,276356
608,378467,72120,741.1,3116,72,450588
15062,24329085,5999698,2025.55,68851,943,30508903
9185,19569950,4397999,2609.52,36480,533,23968449
45286,109600458,24619093,2964.80,276042,3311,134263755
15640,37207828,7844768,2880.60,89637,1551,45052597
1480,1700405,314670,1361.54,9106,151,2015075
323,189353,25237,664.36,3046,29,214587
297,152757,34594,630.81,860,9,187351
554,400372,39294,793.62,12908,66,439667
261,144977,25971,654.98,1856,26,170949
1041,963808,112177,1033.61,16701,59,1075986
9158,19321863,4265756,254942,38128,587,23792553
730,294258,68754,497.28,1224,24,363012
2740,3199181,646065,1403.74,9753,179,3846246
314,153271,59810,678.61,506,22,213082
955,718687,164075,1005.78,4088,64,960519
468,309675,55602,780.51,1754,22,365278
639,477526,78403,870,6991,22,555930
1799,1517393,302360,1015.56,11934,110,1826994
1772,902028,372769,719.41,6195,75,1274797
1008,521257,234578,749.84,524,5,755836
609,1200566,248628,2383.73,3586,132,1451694
362,140470,39028,500,915,23,180999
1375,831117,223836,767.23,5537,75,1054946
898,628342,128225,842.5,5665,47,756568
842,304757,101194,482.13,2012,22,405952
1213,999903,190614,981.46,10076,46,1190514
907,488502,113412,663.63,6590,65,601915
1402,1977822,745730,34759,3084,14,2797035
261,78401,35662,519.87,455,3,135685
30,8298,105,311.61,143,2,9348
935,379454,163568,580.77,2314,36,543022
2201,1269267,388238,761.9,5044,84,1676952
1982,1354044,217187,792.75,13482,27,1571231
3197,4402827,1026771,1709.18,11820,282,5464242
555,316526,61374,680.9,1943,37,377900
1906,1024350,275238,758.24,9689,66,1445210
449,210050,49397,577.83,2024,39,259447
1086,440415,115726,512.1,6026,26,556141
450,135496,19387,344.19,1862,18,154883
9411,22719455,5532275,3001.99,51561,596,28251731
1848,924358,378270,704.89,4964,83,1302629
507,172284,38841,416.42,975,15,211125
2308,1321193,381599,737.78,10194,160,1702793
190,59176,8400,355.67,720,13,67577
196,71536,13131,431.98,388,2,84668
1911,1170336,263494,760.51,14287,39,1453331
980,833503,226895,-298676,4373,110,1060399
4327,5685340,1335147,1622.48,13674,260,7020488
299,125312,15476,470.87,1100,5,140789
1307,628208,150679,609.41,4234,76,796498
1421,889706,295110,833.79,7216,69,1184817
1186,717447,194255,768.72,3156,77,911702
219,70402,16147,395.21,504,10,86550
1568,1234874,232721,935.97,8896,105,1467595
23380,47577110,9912620,2298.21,202083,1292,57489731
584,288501,92679,688.31,1505,23,401973
1791,881764,207259,608.05,5375,87,1089023
330,126646,17536,436.92,1018,25,144182
5982,11306518,2237115,133102,27455,667,13543633
404,632995,126141,1395.47,23987,22,759137
358,150271,30557,507.21,1016,19,181581
778,491687,137928,809.28,3163,36,629615
1041,463624,160375,643.63,2542,94,670022
1157,368427,142984,442.02,2412,42,511412
169,146150,33516,-305372,882,7,179666
1161,801097,183181,847.79,4767,75,984278
789,535287,186439,995.98,1438,2,785829
1051,7938650,1321286,8810.60,8168,146,9259937
1761,975598,263761,703.78,9353,44,1239360
2255,1053976,226729,578.76,4645,39,1305098
278,1317139,107236,1652.41,18755,75,1424375
15401,34232059,7632769,2718.32,82023,1210,41864828
606,502659,71422,947.33,8995,17,574082
463,301567,64626,790.92,1837,27,366194
246,238215,41116,1135.50,2438,21,279332
1170,800197,171874,830.83,9314,91,972072
280,92006,34069,453.72,654,5,127041
65,23187,3318,407.78,440,4,26505
4168,6736932,1276700,1922.66,18242,331,8013632
159,52535,8182,381.88,497,7,60718
7784,23692960,5400463,3737.59,41619,732,29093423
237,67630,10965,331.63,628,4,78596
1905,1226229,302017,802.23,6099,114,1528246
484,200525,49741,517.08,1875,24,250266
1011,670537,137283,799.03,4183,67,807820
212,179055,30336,987.7,2165,29,209391
539,367196,59066,790.84,3258,59,426262
5667,9645526,1877092,2033.28,36374,572,11522618
537,197635,47600,456.68,1706,26,245235
6191,5372055,1412288,1095.84,32815,679,6784343
349,242229,45709,825.04,1290,21,287939
366,197084,31017,623.23,1273,14,228101
795,477634,110230,739.45,3237,42,587865
393,211805,60820,706.1,905,19,277496
2413,1287133,403922,700.81,10861,68,1691056
1220,666687,107504,634.58,7019,66,774192
529,377376,60266,827.3,3408,52,437642
732,395159,79884,648.97,3048,41,475044
355,272688,40110,881.12,5676,7,312798
8034,11249732,2293189,1685.70,47596,926,13542922
6876,13465669,2707775,2352.16,38701,419,16173445
401,247850,49442,741.38,1524,28,297293
327,231685,43759,842.34,2752,11,275445
575,333398,70698,702.78,2322,38,404096
661,435086,77012,774.73,2969,48,512099
514,323963,58068,743.25,3231,28,382032
216,162766,39644,937.09,1645,27,202410
1803,1132567,259168,771.9,10039,155,1391735
428,217876,34891,590.58,3619,25,252767
6673,12618552,2478100,2262.35,36622,577,15096652
4542,5837609,1483403,1611.85,27376,492,7321013
321,171039,27818,619.49,1295,18,198857
298,263535,43978,1031.93,3977,10,307514
4877,6613759,1271103,1616.74,25089,544,7884863
315,69764,10224,253.93,2396,27,79988
571,368076,58520,747.11,6641,26,426597
203,139486,28767,828.84,1045,13,168254
3975,3407643,768123,1050.51,15255,369,4175767
247,167359,36107,823.75,893,3,203467
2468,1334762,312941,667.63,16667,147,1647704
706,398653,66075,658.26,3228,38,464729
2635,1631128,480693,801.45,11922,155,2111822
2113,2374630,494229,1357.72,12185,235,2868859
34351,70285077,13741407,199180,209566,2920,84026484
4997,4168439,1035763,1041.47,24032,383,5204203
5264,8446920,1714755,1930.41,28678,523,10161675
1396,829883,215541,748.87,4405,70,1045425
402,239024,56320,734.69,2523,27,295344
25951,66545120,12314397,2860.23,196552,2002,78859518
598,384589,72308,764.04,2135,44,456898
234,163195,33670,841.31,1195,22,196865
1232,4378003,759350,4169.93,10621,213,5137354
303,185811,36782,734.63,1497,20,222594
434,187124,41138,525.95,2949,19,228263
451,302804,52943,788.8,1740,22,355747
365,208030,39728,678.79,1532,17,247758
1054,562987,123803,651.6,4398,44,686790
4751,10684422,2225337,2717.27,29396,718,12909760
173,113128,21088,775.82,909,30,134216
430,297476,70166,854.98,2068,30,367643
1698,931243,296294,722.93,8615,66,1227538
434,240528,44075,655.77,2804,19,284604
222,180328,31258,953.09,866,12,211586
2115,3373744,631094,1893.54,15056,249,4004838
1938,2951862,607329,1836.53,9649,130,3559192
1709,773559,208113,574.41,5810,106,981672
10913,19321063,4514784,2184.17,43257,694,23835847
1608,3085346,609383,2297.72,7241,123,3694729
1299,839300,161958,770.79,7721,117,1001258
5240,6551755,1244988,1487.93,34749,476,7796744
3700,8807350,1608000,2814.96,20167,281,10415351
5208,9949146,1910487,2277.20,20107,303,11859633
1271,3781376,681543,607400,5862,112,4528588
952,496645,123693,651.62,5025,59,620338
958,602075,156020,791.33,4028,35,758095
42,15271,2336,419.24,232,2,17608
97,56859,11532,705.07,448,6,68392
2485,2970698,600081,1436.93,12794,234,3570780
1992,5580875,979735,3293.48,9830,176,6560611
131,109355,19.320,982.26,661,13,128675
1530,868604,237115,722.69,7131,71,1105719
884,695996,110675,912.52,4621,75,806671
3122,6054875,1207980,2326.35,12210,213,7262856
8499,11555916,2339133,1634.90,55798,1048,13895058
31,7951,1196,295.09,187,2,9147
355,1075813,196963,3585.29,2892,108,1272776
1291,786093,189521,755.7,5388,58,975614
663,415812,65570,726.07,3713,53,481383
124,57873,10594,552.16,626,21,68468
1178,733371,162969,760.9,3918,60,896341
129,64200,11926,590.13,353,4,76126
895,580601,134471,798.96,2651,39,715073
3894,3472481,929680,1130.50,13609,238,4402161
9768,26642502,5136893,3252.42,45381,568,31779395
295,164376,32463,667.25,1337,13,196840
672,414246,66377,715.21,6411,22,480623
2332,1358572,333297,725.5,9611,190,1691869
